1,320.52,336.73
2,319.36,342.17
3,324.12,326.99
4,325.05,318.61
5,324.13,331.16
6,321.37,332.63
7,331.44,328.41
8,322.03,321.96
9,330.55,344.17
10,333.94,313.48
11,329.99,326.43
12,330.47,320.75
13,328.11,325.55
14,322.59,332.22
15,329.78,330.97
20,320.52,336.73
